,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
15534,41,31.0,4.9,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,22145.709545386413
15535,5831,25.0,4.7,Sandstorms,Low,2,Snack,scooter,0.0,No,Urban,10,22145.709545386413
15536,22214,28.0,4.9,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,19,22145.709545386413
15537,29462,29.0,4.5,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,15,22145.709545386413
15538,29649,28.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,21,22145.709545386413
15539,5108,35.0,3.7,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,36,22145.709545386413
15540,19597,26.0,4.6,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,25,22145.709545386413
15541,37621,20.0,4.7,Sandstorms,Low,2,Meal,scooter,0.0,No,Urban,12,22140.080017685406
15542,6595,24.0,4.5,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,19,22140.080017685406
15543,37119,26.0,4.4,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,22140.080017685406
15544,8229,29.0,4.4,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,37,22136.48317671455
15545,37703,21.0,4.6,Fog,Low,1,Meal,scooter,1.0,No,,18,22136.48317671455
15546,30520,39.0,4.9,Cloudy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,18,22136.48317671455
15547,19307,23.0,4.8,Windy,Low,1,Meal,motorcycle,0.0,No,Urban,10,22136.48317671455
15548,11612,30.0,4.1,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,22136.48317671455
15549,26749,39.0,4.0,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,33,22136.48317671455
15550,29379,38.0,3.7,Fog,Low,2,Snack,motorcycle,0.0,No,Urban,34,22136.48317671455
15551,23688,23.0,5.0,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,18,22136.48317671455
15552,42543,25.0,4.9,Fog,Medium,2,Drinks,scooter,,No,Metropolitian,28,22136.48317671455
15553,40445,23.0,4.9,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,24,22136.48317671455
15554,21320,33.0,4.7,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,27,22136.48317671455
15555,27470,22.0,4.5,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,11,22136.48317671455
15556,9760,32.0,4.9,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,22135.11568242844
15557,25254,37.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,22135.11568242844
15558,11233,34.0,4.6,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,25,22135.11568242844
15559,23230,,,Cloudy,Low,1,Buffet,scooter,0.0,No,,23,22133.809604694496
15560,45558,33.0,4.7,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,22133.809604694496
15561,18929,26.0,5.0,Stormy,High,1,Snack,motorcycle,0.0,No,Metropolitian,15,22133.809604694496
15562,19112,36.0,4.9,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,20,22133.809604694496
15563,44630,37.0,4.8,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,25,22133.809604694496
15564,14328,32.0,4.7,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,26,22133.809604694496
15565,16485,26.0,5.0,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24,22133.809604694496
15566,34280,23.0,4.8,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Urban,18,22133.809604694496
15567,11995,38.0,4.9,Stormy,Medium,1,Meal,motorcycle,1.0,No,Urban,28,22133.809604694496
15568,43333,33.0,4.4,Fog,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,41,22133.809604694496
15569,22768,27.0,4.6,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,14,22133.809604694496
15570,16913,37.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,34,22133.809604694496
15571,26735,36.0,4.7,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,22,22132.11442320702
15572,8414,38.0,4.8,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,22132.11442320702
15573,10019,,,Fog,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,22132.11442320702
15574,28875,38.0,4.4,Cloudy,Medium,1,Drinks,scooter,2.0,Yes,Metropolitian,42,22132.11442320702
15575,19209,37.0,4.7,Sandstorms,Medium,2,Snack,scooter,0.0,No,Metropolitian,26,22132.11442320702
15576,14371,26.0,4.9,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,10,22132.11442320702
15577,32557,24.0,4.7,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27,22132.11442320702
15578,34151,35.0,4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,36,22132.11442320702
15579,11675,21.0,4.8,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,22,22132.11442320702
15580,22296,28.0,5.0,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,22132.11442320702
15581,45059,27.0,5.0,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,18,22132.11442320702
15582,18327,35.0,3.8,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,41,22130.513645396863
15583,10573,33.0,4.2,Stormy,Jam,1,Snack,scooter,2.0,No,Urban,43,22130.513645396863
15584,2720,32.0,4.9,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,15,22130.513645396863
15585,10162,36.0,4.9,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,28,22127.22264243608
15586,5955,30.0,4.1,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,40,22127.22264243608
15587,12912,39.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,33,22127.22264243608
15588,18563,24.0,4.1,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,34,22127.22264243608
15589,11728,36.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,22127.22264243608
15590,35147,32.0,4.6,Stormy,Low,2,Buffet,electric_scooter,,No,Metropolitian,29,22127.22264243608
15591,40058,33.0,4.9,Fog,Medium,2,Drinks,scooter,1.0,Yes,Metropolitian,43,22127.22264243608
15592,16189,32.0,4.9,Sandstorms,High,1,Drinks,scooter,0.0,No,Metropolitian,28,22127.22264243608
15593,40100,37.0,5.0,Windy,Low,1,Drinks,motorcycle,1.0,No,Urban,29,22127.22264243608
15594,43308,,,Sandstorms,High,2,Snack,motorcycle,0.0,No,Metropolitian,29,22127.22264243608
15595,39559,30.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,49,22127.22264243608
15596,30006,28.0,4.5,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,19,22127.22264243608
15597,19612,20.0,4.8,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,31,22126.06801818502
15598,28676,30.0,4.3,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,38,22126.06801818502
15599,27396,33.0,4.7,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,22126.06801818502
15600,41052,34.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,24,22126.06801818502
15601,40671,26.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,22126.06801818502
15602,40729,,,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,47,22126.06801818502
15603,34202,35.0,4.9,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,25,22126.06801818502
15604,42785,39.0,4.9,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Urban,29,22126.06801818502
15605,6084,36.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,29,22126.06801818502
15606,15763,39.0,4.8,Cloudy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,38,22126.06801818502
15607,11716,37.0,4.2,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,46,22126.06801818502
15608,6952,21.0,4.9,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,18,22125.60704955288
15609,43132,35.0,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,25,22125.60704955288
15610,17251,30.0,5.0,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Urban,28,22125.60704955288
15611,18831,22.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Urban,16,22125.259334277198
15612,39794,24.0,5.0,Sandstorms,Jam,1,Drinks,motorcycle,,No,Urban,15,22125.259334277198
15613,27164,,,,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,25,22125.259334277198
15614,9690,36.0,4.7,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,21,22125.259334277198
15615,40727,23.0,4.6,Sandstorms,High,0,Snack,motorcycle,0.0,No,Metropolitian,21,22125.259334277198
15616,20804,35.0,4.6,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,25,22125.259334277198
15617,19117,37.0,4.8,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,30,22125.259334277198
15618,40589,35.0,4.8,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,16,22125.259334277198
15619,2844,29.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,14,22125.12433018329
15620,43361,36.0,4.0,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,22125.12433018329
15621,13043,33.0,4.4,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,39,22125.12433018329
15622,32937,38.0,4.6,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,29,22125.12433018329
15623,33250,22.0,4.8,Sunny,Low,0,Meal,motorcycle,1.0,No,,22,22125.12433018329
15624,44642,25.0,4.7,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,23,22124.75034756232
15625,29776,31.0,4.4,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,40,22124.75034756232
15626,32755,25.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,23,22124.75034756232
15627,45280,22.0,4.8,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,20,22122.26640816704
15628,30144,31.0,3.5,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,33,22122.26640816704
15629,29800,36.0,4.3,Stormy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,34,22122.26640816704
15630,11520,31.0,3.9,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,44,22122.26640816704
15631,24392,29.0,5.0,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,22122.26640816704
15632,38320,38.0,4.9,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,35,22122.26640816704
15633,19903,30.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,22122.26640816704
15634,829,36.0,4.7,Windy,High,2,Drinks,motorcycle,1.0,No,Urban,25,22122.26640816704
15635,7808,26.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,,22,22122.26640816704
15636,20925,,,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,27,22122.26640816704
15637,18364,,,,,3,Buffet,electric_scooter,1.0,No,Urban,27,22122.26640816704
15638,21037,27.0,5.0,Windy,Low,1,Drinks,motorcycle,1.0,,Metropolitian,10,22122.26640816704
15639,185,35.0,4.7,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,27,22122.209603496587
15640,21280,28.0,4.6,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,28,22122.209603496587
15641,36436,34.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,0.0,Yes,Metropolitian,53,22122.209603496587
15642,5546,35.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Urban,24,22122.209603496587
15643,28665,24.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,16,22122.209603496587
15644,23390,28.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,23,22122.209603496587
15645,28235,30.0,4.9,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,22121.683235375327
15646,21561,20.0,5.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,18,22121.683235375327
15647,22676,34.0,4.0,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,31,22121.683235375327
15648,24008,25.0,4.8,Fog,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,36,22121.527014815154
15649,22755,34.0,5.0,Cloudy,Low,0,Meal,motorcycle,0.0,Yes,Metropolitian,42,22121.527014815154
15650,4574,37.0,4.8,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,48,22121.527014815154
15651,39485,28.0,4.8,Cloudy,Jam,1,Drinks,motorcycle,3.0,No,Metropolitian,43,22120.78849139901
15652,28081,38.0,4.8,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,35,22120.78849139901
15653,44608,24.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,21,22120.78849139901
15654,14533,21.0,4.6,Windy,High,1,Buffet,motorcycle,1.0,No,Urban,23,22120.78849139901
15655,33624,28.0,4.3,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,34,22119.085036275203
15656,3960,20.0,4.9,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,31,22119.085036275203
15657,35122,22.0,5.0,Fog,Jam,1,Buffet,scooter,1.0,No,Urban,31,22119.085036275203
15658,25837,25.0,4.5,Sandstorms,High,2,Drinks,scooter,0.0,No,Metropolitian,10,22119.085036275203
15659,32358,30.0,4.1,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,32,22119.085036275203
15660,20962,29.0,4.4,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,22119.085036275203
15661,24083,27.0,5.0,Cloudy,Medium,1,Meal,scooter,1.0,No,Urban,11,22119.085036275203
15662,20905,33.0,4.7,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,18,22119.085036275203
15663,11621,22.0,5.0,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,21,22119.085036275203
15664,29215,21.0,4.8,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,17,22119.085036275203
15665,33796,38.0,4.4,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,22119.085036275203
15666,13141,21.0,4.6,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,29,22116.954501309156
15667,12189,37.0,4.5,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,25,22116.954501309156
15668,10392,30.0,4.8,Stormy,Jam,0,Snack,motorcycle,2.0,No,Semi-Urban,47,22116.954501309156
15669,12056,38.0,5.0,Sandstorms,High,0,Drinks,motorcycle,3.0,No,Urban,48,22116.954501309156
15670,393,22.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,28,22116.954501309156
15671,22148,27.0,4.6,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,22116.954501309156
15672,38382,29.0,4.8,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,15,22116.954501309156
15673,43106,35.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,20,22116.954501309156
15674,45470,23.0,4.9,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,35,22116.954501309156
15675,35156,20.0,4.6,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,22116.954501309156
15676,867,28.0,4.8,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,37,22116.954501309156
15677,11144,25.0,4.5,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Metropolitian,29,22116.954501309156
15678,433,20.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,17,22116.954501309156
15679,35747,36.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,22114.88540164029
15680,43452,35.0,4.7,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,26,22114.88540164029
15681,16737,37.0,4.8,Fog,Low,1,Buffet,scooter,0.0,No,Urban,16,22114.88540164029
15682,14689,33.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,22114.88540164029
15683,8365,35.0,4.0,Cloudy,Medium,2,Buffet,scooter,1.0,No,Urban,36,22114.88540164029
15684,30753,26.0,4.4,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,35,22114.88540164029
15685,604,26.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,22114.88540164029
15686,14048,39.0,4.7,Fog,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,46,22114.88540164029
15687,42226,28.0,4.7,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,29,22114.88540164029
15688,2774,25.0,4.9,Sunny,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,10,22114.88540164029
15689,32279,38.0,4.6,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,27,22114.03754238004
15690,5029,27.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,17,22114.03754238004
15691,33752,,,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,19,22114.03754238004
15692,39080,36.0,5.0,Fog,Low,0,Meal,motorcycle,,No,,25,22114.03754238004
15693,26154,34.0,4.5,Sunny,Low,0,Snack,motorcycle,0.0,No,,20,22114.03754238004
15694,9680,38.0,4.5,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,29,22114.03754238004
15695,21337,31.0,4.9,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,23,22114.03754238004
15696,43692,22.0,4.6,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Urban,11,22114.03754238004
15697,3571,21.0,4.9,Stormy,Low,2,Snack,scooter,1.0,No,Urban,11,22114.03754238004
15698,8452,25.0,4.8,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,21,22114.03754238004
15699,24638,27.0,4.7,Cloudy,High,1,Snack,motorcycle,1.0,No,Metropolitian,25,22114.03754238004
15700,32014,38.0,4.1,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,44,22114.03754238004
15701,19918,28.0,4.4,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,42,22114.03754238004
15702,18208,23.0,4.5,Sandstorms,High,2,Meal,scooter,0.0,No,Metropolitian,26,22113.907729808092
15703,36399,31.0,4.4,Windy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,31,22113.907729808092
15704,9989,37.0,4.6,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,26,22113.907729808092
15705,36540,21.0,4.7,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,15,22113.907729808092
15706,39744,24.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,14,22113.60547453074
15707,36716,34.0,4.6,Fog,Jam,1,Buffet,motorcycle,1.0,No,Urban,44,22113.60547453074
15708,18500,20.0,4.9,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,11,22113.60547453074
15709,17423,26.0,4.9,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,22113.60547453074
15710,32553,31.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,22113.60547453074
15711,30356,24.0,4.7,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,20,22113.60547453074
15712,6185,24.0,4.8,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,23,22113.60547453074
15713,18041,36.0,4.6,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,28,22113.60547453074
15714,31970,34.0,4.0,Cloudy,Jam,2,Buffet,electric_scooter,0.0,No,Semi-Urban,49,22113.60547453074
15715,21715,30.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,35,22113.60547453074
15716,33424,21.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,18,22113.60547453074
15717,3859,37.0,4.9,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,26,22113.60547453074
15718,15412,30.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Urban,29,22113.60547453074
15719,3958,31.0,4.5,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,24,22113.60547453074
15720,20319,27.0,4.6,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,22113.426480003258
15721,10282,22.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,16,22113.426480003258
15722,42938,31.0,4.8,Sandstorms,Medium,2,Drinks,electric_scooter,0.0,No,Urban,29,22113.426480003258
15723,36246,38.0,4.0,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,34,22113.426480003258
15724,540,23.0,4.1,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,32,22113.426480003258
15725,28999,36.0,4.8,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,22113.426480003258
15726,1749,32.0,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,22113.426480003258
15727,32990,22.0,4.8,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,27,22113.136506369483
15728,41638,23.0,4.8,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,44,22113.136506369483
15729,7483,33.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,25,22113.136506369483
15730,40626,,,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,18,22113.136506369483
15731,10841,27.0,4.8,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,12,22113.136506369483
15732,38708,38.0,4.6,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,27,22113.136506369483
15733,6664,,,Sunny,Medium,2,Snack,electric_scooter,,No,Metropolitian,13,22113.136506369483
15734,13134,24.0,4.7,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,29,22113.136506369483
15735,44242,25.0,4.8,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,22,22113.136506369483
15736,10301,25.0,4.6,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,28,22113.136506369483
15737,36654,20.0,4.9,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,29,22113.136506369483
15738,35180,25.0,4.9,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,16,22109.205078805477
15739,17171,28.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,22109.205078805477
15740,2313,20.0,5.0,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,14,22109.205078805477
15741,22307,33.0,4.1,Stormy,Medium,1,Drinks,motorcycle,2.0,No,Metropolitian,36,22109.205078805477
15742,35783,26.0,4.9,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,11,22109.205078805477
15743,16265,28.0,4.8,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,28,22109.205078805477
15744,975,38.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,22109.205078805477
15745,23359,37.0,4.5,Sandstorms,Jam,2,Meal,scooter,1.0,Yes,Metropolitian,44,22109.205078805477
15746,14900,30.0,4.9,Cloudy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,37,22108.441127900198
15747,12953,37.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,48,22108.441127900198
15748,31442,30.0,4.7,Fog,High,1,Meal,motorcycle,0.0,No,,30,22108.441127900198
15749,32534,32.0,4.3,Cloudy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,39,22108.441127900198
15750,5119,34.0,4.6,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,22108.441127900198
15751,7818,28.0,4.6,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,Urban,20,22108.441127900198
15752,18140,34.0,4.9,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,18,22108.441127900198
15753,32727,20.0,4.7,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Urban,24,22108.441127900198
15754,18008,25.0,4.5,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,22108.441127900198
15755,38094,21.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Urban,16,22108.441127900198
15756,15346,36.0,4.6,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,22107.461147959268
15757,4948,36.0,5.0,Sunny,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,19,22107.461147959268
15758,37439,24.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,,21,22107.461147959268
15759,2632,37.0,5.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,22107.461147959268
15760,360,32.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,22107.461147959268
15761,43168,33.0,4.6,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,31,22107.461147959268
15762,44900,28.0,5.0,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,11,22107.461147959268
15763,19228,23.0,4.7,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,16,22107.461147959268
15764,20126,25.0,4.2,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,23,22107.461147959268
15765,45191,30.0,4.2,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,22107.461147959268
15766,8550,20.0,4.9,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,22105.76633517937
15767,15793,20.0,4.6,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,16,22105.76633517937
15768,26083,34.0,4.1,Sandstorms,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,40,22105.76633517937
15769,20415,33.0,4.8,Windy,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,48,22105.76633517937
15770,34972,,,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,48,22105.76633517937
15771,17525,30.0,4.7,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,25,22105.76633517937
15772,38276,32.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,47,22105.76633517937
15773,45106,39.0,4.8,Fog,Jam,2,Buffet,electric_scooter,0.0,No,Urban,27,22105.76633517937
15774,31147,26.0,4.4,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,38,22105.76633517937
15775,7039,33.0,4.3,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Semi-Urban,53,22105.76633517937
15776,17111,26.0,4.6,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,22105.76633517937
15777,9373,38.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,44,22105.354826684004
15778,28827,28.0,4.5,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,15,22105.354826684004
